REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q37_PERSON_SERIAL_NO,Q37_READY_ACCEPT_JOB,Q38_REASON_FOR_NOT_ACCEPTING,Q39_EXPECT_EMPLOYMENT,Q40_EXPECT_SECTOR,Q41A_EXPECT_ANY_HELP,Q41B1_EXCEPT_ASSISTANCE_1ST,Q41B2_EXCEPT_ASSISTANCE_2ND,Q41B3_EXCEPT_ASSISTANCE_3RD,Q42_NATURE_OF_THE_JOB
10,2011,03,2,61,034,03,1,123,02, ,1, , , , , , ,    
10,2011,03,2,61,034,03,1,123,03, ,1, , , , , , ,    
10,2011,03,2,61,034,03,1,123,04, ,2, , , , , , ,    
10,2011,03,2,61,034,04,1,124,03, ,3, , , , , , ,    
10,2011,03,2,61,034,05,1,125,02, ,2, , , , , , ,    
10,2011,03,2,61,034,06,1,126,01, ,2, , , , , , ,    
10,2011,03,2,61,034,06,1,126,02, ,1, , , , , , ,    
10,2011,03,2,61,034,06,1,126,04, ,3, , , , , , ,    
10,2011,03,2,61,034,08,1,128,02, ,2, , , , , , ,    
10,2011,03,2,61,034,09,1,129,03, ,1, , , , , , ,    
10,2011,03,2,61,035,01,1,071,02, ,2, , , , , , ,    
10,2011,03,2,61,035,01,1,071,04, ,2, , , , , , ,    
10,2011,03,2,61,035,03,1,073,03, ,1, , , , , , ,    
10,2011,03,2,61,035,03,1,073,05, ,2, , , , , , ,    
10,2011,03,2,61,035,04,1,074,03, ,1, , , , , , ,    
10,2011,03,2,61,035,04,1,074,04, ,1, , , , , , ,    
10,2011,03,2,61,035,06,1,076,05, ,3, , , , , , ,    
10,2011,03,2,61,035,06,1,076,06, ,2, , , , , , ,    
10,2011,03,2,61,035,07,1,077,02, ,2, , , , , , ,    
10,2011,03,2,61,035,07,1,077,03, ,1, , , , , , ,    
10,2011,03,2,61,035,08,1,078,03, ,2, , , , , , ,    
10,2011,03,2,61,036,02,1,052,01, ,4, , , , , , ,    
10,2011,03,2,61,036,03,1,053,02,1, ,1, ,1,1,3,4,7433
10,2011,03,2,61,036,03,1,053,04, ,1, , , , , , ,    
10,2011,03,2,61,036,03,1,053,05, ,1, , , , , , ,    
10,2011,03,2,61,036,05,1,055,01, ,2, , , , , , ,    
10,2011,03,2,61,036,06,1,056,02, ,2, , , , , , ,    
10,2011,03,2,61,036,08,1,058,01,1, ,1, ,2, , , ,5220
10,2011,03,2,61,036,09,1,059,03,1, ,2,1, , , , ,4115
10,2011,03,2,61,036,09,1,059,04,1, ,2,1, , , , ,4115
10,2011,03,2,61,036,09,1,059,05, ,2, , , , , , ,    
10,2011,03,2,61,036,09,1,059,07, ,3, , , , , , ,    
10,2011,03,2,61,036,10,1,060,02, ,2, , , , , , ,    
10,2011,03,2,61,036,10,1,060,03,1, ,2,4, , , , ,5220
10,2011,03,2,61,037,01,1,101,02, ,2, , , , , , ,    
10,2011,03,2,61,037,01,1,101,03, ,2, , , , , , ,    
10,2011,03,2,61,037,02,1,102,01, ,2, , , , , , ,    
10,2011,03,2,61,037,03,1,103,02, ,2, , , , , , ,    
10,2011,03,2,61,037,03,1,103,03, ,4, , , , , , ,    
10,2011,03,2,61,037,03,1,103,05, ,2, , , , , , ,    
10,2011,03,2,61,037,05,1,105,01, ,2, , , , , , ,    
10,2011,03,2,61,037,06,1,106,02, ,2, , , , , , ,    
10,2011,03,2,61,037,06,1,106,03, ,1, , , , , , ,    
10,2011,03,2,61,037,07,1,107,01, ,3, , , , , , ,    
10,2011,03,2,61,037,07,1,107,03, ,2, , , , , , ,    
10,2011,03,2,61,037,07,1,107,04, ,1, , , , , , ,    
10,2011,03,2,61,037,09,1,109,01, ,3, , , , , , ,    
10,2011,03,2,61,037,09,1,109,02, ,3, , , , , , ,    
10,2011,03,2,61,037,09,1,109,04, ,2, , , , , , ,    
10,2011,03,2,61,037,09,1,109,05, ,1, , , , , , ,    
10,2011,03,2,61,037,10,1,110,02, ,2, , , , , , ,    
10,2011,03,2,61,037,10,1,110,03,1, ,3, , , , , ,    
10,2011,03,2,61,037,10,1,110,04, ,3, , , , , , ,    
10,2011,03,2,61,038,01,1,091,01, ,4, , , , , , ,    
10,2011,03,2,61,038,01,1,091,02, ,4, , , , , , ,    
10,2011,03,2,61,038,02,1,092,01, ,3, , , , , , ,    
10,2011,03,2,61,038,02,1,092,02, ,2, , , , , , ,    
10,2011,03,2,61,038,02,1,092,03,1, ,2,1, , , , ,2321
10,2011,03,2,61,038,02,1,092,04,1, ,2,4, , , , ,2321
10,2011,03,2,61,038,03,1,093,03, ,1, , , , , , ,    
10,2011,03,2,61,038,06,1,096,01, ,2, , , , , , ,    
10,2011,03,2,61,038,06,1,096,02, ,3, , , , , , ,    
10,2011,03,2,61,038,07,1,097,02, ,2, , , , , , ,    
10,2011,03,2,61,039,03,1,023,02, ,2, , , , , , ,    
10,2011,03,2,61,039,03,1,023,03, ,1, , , , , , ,    
10,2011,03,2,61,039,05,1,025,03, ,1, , , , , , ,    
10,2011,03,2,61,039,06,1,026,01, ,3, , , , , , ,    
10,2011,03,2,61,039,07,1,027,03, ,1, , , , , , ,    
10,2011,03,2,61,039,07,1,027,04, ,1, , , , , , ,    
10,2011,03,2,61,039,07,1,027,05, ,3, , , , , , ,    
10,2011,03,2,61,039,08,1,028,01, ,2, , , , , , ,    
10,2011,03,2,61,039,08,1,028,02, ,1, , , , , , ,    
10,2011,03,2,61,039,08,1,028,03, ,1, , , , , , ,    
10,2011,03,2,61,039,10,1,030,01, ,4, , , , , , ,    
10,2011,03,2,61,040,01,1,041,02, ,2, , , , , , ,    
10,2011,03,2,61,040,02,1,042,01, ,3, , , , , , ,    
10,2011,03,2,61,040,02,1,042,04, ,1, , , , , , ,    
10,2011,03,2,61,040,02,1,042,05, ,1, , , , , , ,    
10,2011,03,2,61,040,03,1,043,01, ,4, , , , , , ,    
10,2011,03,2,61,040,03,1,043,02, ,3, , , , , , ,    
10,2011,03,2,61,040,05,1,045,03, ,1, , , , , , ,    
10,2011,03,2,61,040,06,1,046,02, ,2, , , , , , ,    
10,2011,03,2,61,040,09,1,049,02, ,2, , , , , , ,    
10,2011,03,2,61,041,01,1,001,02, ,3, , , , , , ,    
10,2011,03,2,61,041,01,1,001,04, ,1, , , , , , ,    
10,2011,03,2,61,041,01,1,001,05, ,1, , , , , , ,    
10,2011,03,2,61,041,01,1,001,06, ,2, , , , , , ,    
10,2011,03,2,61,041,04,1,004,03, ,1, , , , , , ,    
10,2011,03,2,61,041,04,1,004,04, ,1, , , , , , ,    
10,2011,03,2,61,041,05,1,005,01, ,3, , , , , , ,    
10,2011,03,2,61,041,05,1,005,02,2,1, , , , , , ,    
10,2011,03,2,61,041,06,1,006,02, ,3, , , , , , ,    
10,2011,03,2,61,041,06,1,006,04, ,2, , , , , , ,    
10,2011,03,2,61,041,09,1,009,01, ,3, , , , , , ,    
10,2011,03,2,61,041,09,1,009,02, ,3, , , , , , ,    
10,2011,03,2,61,041,10,1,010,02, ,2, , , , , , ,    
10,2011,03,2,61,042,01,1,111,02, ,2, , , , , , ,    
10,2011,03,2,61,042,02,1,112,02, ,2, , , , , , ,    
10,2011,03,2,61,042,02,1,112,03, ,1, , , , , , ,    
10,2011,03,2,61,042,03,1,113,01, ,3, , , , , , ,    
10,2011,03,2,61,042,05,1,115,02, ,2, , , , , , ,    
10,2011,03,2,61,042,05,1,115,05, ,3, , , , , , ,    
10,2011,03,2,61,042,06,1,116,02, ,2, , , , , , ,    
10,2011,03,2,61,042,07,1,117,02, ,2, , , , , , ,    
10,2011,03,2,61,042,08,1,118,03,1, ,2,1, , , , ,4115
10,2011,03,2,61,042,08,1,118,04, ,1, , , , , , ,    
10,2011,03,2,61,042,08,1,118,05, ,1, , , , , , ,    
10,2011,03,2,61,042,10,1,120,01, ,4, , , , , , ,    
10,2011,03,2,61,042,10,1,120,02, ,2, , , , , , ,    
10,2011,04,2,61,043,01,1,091,02, ,2, , , , , , ,    
10,2011,04,2,61,043,02,1,092,02, ,1, , , , , , ,    
10,2011,04,2,61,043,03,1,093,01, ,2, , , , , , ,    
10,2011,04,2,61,043,03,1,093,03, ,1, , , , , , ,    
10,2011,04,2,61,043,03,1,093,04, ,1, , , , , , ,    
10,2011,04,2,61,043,03,1,093,05, ,1, , , , , , ,    
10,2011,04,2,61,043,04,1,094,03, ,1, , , , , , ,    
10,2011,04,2,61,043,05,1,095,01, ,3, , , , , , ,    
10,2011,04,2,61,043,05,1,095,02, ,2, , , , , , ,    
10,2011,04,2,61,043,05,1,095,03, ,1, , , , , , ,    
10,2011,04,2,61,043,05,1,095,04, ,1, , , , , , ,    
10,2011,04,2,61,043,05,1,095,05, ,1, , , , , , ,    
10,2011,04,2,61,043,05,1,095,06, ,1, , , , , , ,    
10,2011,04,2,61,043,08,1,098,02, ,2, , , , , , ,    
10,2011,04,2,61,044,01,1,041,02, ,2, , , , , , ,    
10,2011,04,2,61,044,02,1,042,01, ,3, , , , , , ,    
10,2011,04,2,61,044,03,1,043,02, ,2, , , , , , ,    
10,2011,04,2,61,044,03,1,043,03, ,2, , , , , , ,    
10,2011,04,2,61,044,04,1,044,01, ,3, , , , , , ,    
10,2011,04,2,61,044,03,1,045,02, ,2, , , , , , ,    
10,2011,04,2,61,044,03,1,045,03, ,1, , , , , , ,    
10,2011,04,2,61,044,03,1,045,04, ,1, , , , , , ,    
10,2011,04,2,61,044,06,1,046,02, ,2, , , , , , ,    
10,2011,04,2,61,044,06,1,046,03, ,1, , , , , , ,    
10,2011,04,2,61,044,07,1,047,03, ,2, , , , , , ,    
10,2011,04,2,61,044,08,1,048,01, ,3, , , , , , ,    
10,2011,04,2,61,044,08,1,048,02, ,2, , , , , , ,    
10,2011,04,2,61,044,08,1,048,04, ,2, , , , , , ,    
10,2011,04,2,61,044,09,1,049,02, ,2, , , , , , ,    
10,2011,04,2,61,044,09,1,049,03, ,1, , , , , , ,    
10,2011,04,2,61,044,09,1,049,04, ,1, , , , , , ,    
10,2011,04,2,61,045,01,1,031,03, ,1, , , , , , ,    
10,2011,04,2,61,045,01,1,031,04, ,1, , , , , , ,    
10,2011,04,2,61,045,01,1,031,05, ,1, , , , , , ,    
10,2011,04,2,61,045,03,1,033,03, ,1, , , , , , ,    
10,2011,04,2,61,045,03,1,033,04, ,1, , , , , , ,    
10,2011,04,2,61,045,04,1,034,02, ,3, , , , , , ,    
10,2011,04,2,61,045,06,1,036,03, ,1, , , , , , ,    
10,2011,04,2,61,045,07,1,037,01, ,3, , , , , , ,    
10,2011,04,2,61,045,07,1,037,02, ,2, , , , , , ,    
10,2011,04,2,61,045,07,1,037,04, ,2, , , , , , ,    
10,2011,04,2,61,045,09,1,039,04,1, ,2,4, , , , ,4115
10,2011,04,2,61,045,09,1,039,02, ,3, , , , , , ,    
10,2011,04,2,61,045,09,1,039,03, ,3, , , , , , ,    
10,2011,04,2,61,045,10,1,040,02,1, ,3, , , , , ,    
10,2011,04,2,61,045,10,1,040,03, ,1, , , , , , ,    
10,2011,04,2,61,046,02,1,022,02, ,4, , , , , , ,    
10,2011,04,2,61,046,02,1,022,04, ,2, , , , , , ,    
10,2011,04,2,61,046,03,1,023,02, ,4, , , , , , ,    
10,2011,04,2,61,046,04,1,024,02, ,2, , , , , , ,    
10,2011,04,2,61,046,05,2,025,02, ,2, , , , , , ,    
10,2011,04,2,61,046,06,1,026,02, ,2, , , , , , ,    
10,2011,04,2,61,046,08,1,028,01, ,2, , , , , , ,    
10,2011,04,2,61,046,08,1,028,02, ,1, , , , , , ,    
10,2011,04,2,61,046,08,1,028,03, ,2, , , , , , ,    
10,2011,04,2,61,046,09,1,029,02, ,2, , , , , , ,    
10,2011,04,2,61,046,09,1,029,03, ,2, , , , , , ,    
10,2011,04,2,61,046,09,1,029,04, ,2, , , , , , ,    
10,2011,04,2,61,046,09,1,029,05, ,1, , , , , , ,    
10,2011,04,2,61,046,10,1,030,03, ,1, , , , , , ,    
10,2011,04,2,61,047,01,1,051,01, ,2, , , , , , ,    
10,2011,04,2,61,047,01,1,051,03, ,2, , , , , , ,    
10,2011,04,2,61,047,02,1,052,04, ,2, , , , , , ,    
10,2011,04,2,61,047,03,1,053,01, ,3, , , , , , ,    
10,2011,04,2,61,047,03,1,053,02, ,2, , , , , , ,    
10,2011,04,2,61,047,04,1,054,02, ,2, , , , , , ,    
10,2011,04,2,61,047,07,1,057,04, ,2, , , , , , ,    
10,2011,04,2,61,047,08,1,058,02, ,2, , , , , , ,    
10,2011,04,2,61,047,08,1,058,03, ,1, , , , , , ,    
10,2011,04,2,61,047,08,1,058,04, ,1, , , , , , ,    
10,2011,04,2,61,047,10,1,060,02, ,2, , , , , , ,    
10,2011,04,2,61,047,10,1,060,04, ,2, , , , , , ,    
10,2011,04,2,61,047,10,1,060,05, ,4, , , , , , ,    
10,2011,04,2,61,048,01,1,081,02, ,2, , , , , , ,    
10,2011,04,2,61,048,01,1,081,03, ,1, , , , , , ,    
10,2011,04,2,61,048,02,1,082,02, ,2, , , , , , ,    
10,2011,04,2,61,048,03,1,083,01, ,3, , , , , , ,    
10,2011,04,2,61,048,03,1,083,02, ,2, , , , , , ,    
10,2011,04,2,61,048,04,1,084,02, ,2, , , , , , ,    
10,2011,04,2,61,048,06,1,086,02, ,2, , , , , , ,    
10,2011,04,2,61,048,06,1,086,05, ,1, , , , , , ,    
10,2011,04,2,61,048,07,1,087,01, ,2, , , , , , ,    
10,2011,04,2,61,048,08,1,088,01, ,3, , , , , , ,    
10,2011,04,2,61,048,08,1,088,03, ,1, , , , , , ,    
10,2011,04,2,61,048,08,1,088,04, ,1, , , , , , ,    
10,2011,04,2,61,048,09,1,089,03, ,1, , , , , , ,    
10,2011,04,2,61,048,09,1,089,04, ,1, , , , , , ,    
10,2011,04,2,61,048,09,1,089,05, ,1, , , , , , ,    
10,2011,04,2,61,049,01,1,121,02, ,2, , , , , , ,    
10,2011,04,2,61,049,02,1,122,01, ,4, , , , , , ,    
10,2011,04,2,61,049,02,1,122,03, ,2, , , , , , ,    
10,2011,04,2,61,049,02,1,122,04, ,1, , , , , , ,    
10,2011,04,2,61,049,03,1,123,01, ,3, , , , , , ,    
10,2011,04,2,61,049,03,1,123,02, ,2, , , , , , ,    
10,2011,04,2,61,049,04,1,124,02, ,2, , , , , , ,    
10,2011,04,2,61,049,05,1,125,02, ,2, , , , , , ,    
10,2011,04,2,61,049,05,1,125,04, ,2, , , , , , ,    
10,2011,04,2,61,049,06,1,126,01, ,2, , , , , , ,    
10,2011,04,2,61,049,09,1,129,02, ,2, , , , , , ,    
10,2011,04,2,61,050,01,1,001,02, ,2, , , , , , ,    
10,2011,04,2,61,050,01,1,001,03, ,1, , , , , , ,    
10,2011,04,2,61,050,01,1,001,04, ,1, , , , , , ,    
10,2011,04,2,61,050,02,1,002,01, ,2, , , , , , ,    
10,2011,04,2,61,050,02,1,002,02, ,1, , , , , , ,    
10,2011,04,2,61,050,02,1,002,03, ,1, , , , , , ,    
10,2011,04,2,61,050,02,1,002,05, ,3, , , , , , ,    
10,2011,04,2,61,050,04,1,004,02, ,2, , , , , , ,    
10,2011,04,2,61,050,04,1,004,03,1, ,2,4, , , , ,4115
10,2011,04,2,61,050,04,1,004,04, ,2, , , , , , ,    
10,2011,04,2,61,050,05,1,005,03, ,1, , , , , , ,    
10,2011,04,2,61,050,05,1,005,04, ,1, , , , , , ,    
10,2011,04,2,61,050,06,1,006,02, ,2, , , , , , ,    
10,2011,04,2,61,050,06,1,006,03, , ,2,2, , , , ,4115
10,2011,04,2,61,050,06,1,006,05, ,3, , , , , , ,    
10,2011,04,2,61,050,07,1,007,01, ,3, , , , , , ,    
10,2011,04,2,61,050,07,1,007,02, ,2, , , , , , ,    
10,2011,04,2,61,050,09,1,009,02, ,2, , , , , , ,    
10,2011,04,2,61,051,01,1,011,01, ,3, , , , , , ,    
10,2011,04,2,61,051,02,1,012,01, ,3, , , , , , ,    
10,2011,04,2,61,051,02,1,012,03, ,1, , , , , , ,    
10,2011,04,2,61,051,02,1,012,04, ,1, , , , , , ,    
10,2011,04,2,61,051,03,1,013,01, ,2, , , , , , ,    
10,2011,04,2,61,051,03,1,013,02, ,2, , , , , , ,    
10,2011,04,2,61,051,05,1,015,04, ,3, , , , , , ,    
10,2011,04,2,61,051,06,1,016,02, ,2, , , , , , ,    
10,2011,04,2,61,051,06,1,016,03, ,1, , , , , , ,    
10,2011,04,2,61,051,09,1,019,03, ,1, , , , , , ,    
10,2011,04,2,61,051,09,1,019,04, ,1, , , , , , ,    
10,2011,04,2,61,051,09,1,019,05, ,3, , , , , , ,    
10,2011,04,2,61,052,01,1,061,01, ,4, , , , , , ,    
10,2011,04,2,61,052,01,1,061,02, ,2, , , , , , ,    
10,2011,04,2,61,052,01,1,061,03, ,2, , , , , , ,    
10,2011,04,2,61,052,01,1,061,04, ,1, , , , , , ,    
10,2011,04,2,61,052,01,1,061,05, ,1, , , , , , ,    
10,2011,04,2,61,052,02,1,062,01, ,2, , , , , , ,    
10,2011,04,2,61,052,03,1,063,02, ,2, , , , , , ,    
10,2011,04,2,61,052,04,1,064,01, ,2, , , , , , ,    
10,2011,04,2,61,052,05,1,065,01, ,2, , , , , , ,    
10,2011,04,2,61,052,05,1,065,02, ,2, , , , , , ,    
10,2011,04,2,61,052,05,1,065,04, ,1, , , , , , ,    
10,2011,04,2,61,052,05,1,065,05, ,1, , , , , , ,    
10,2011,04,2,61,052,06,1,066,01, ,4, , , , , , ,    
10,2011,04,2,61,052,06,1,066,02, ,2, , , , , , ,    
10,2011,04,2,61,052,06,1,066,03, ,2, , , , , , ,    
10,2011,04,2,61,052,07,1,067,02, ,2, , , , , , ,    
10,2011,04,2,61,052,08,1,068,02, ,2, , , , , , ,    
10,2011,04,2,61,053,01,1,071,03, ,1, , , , , , ,    
10,2011,04,2,61,053,01,1,071,04, ,1, , , , , , ,    
10,2011,04,2,61,053,02,1,072,02, ,2, , , , , , ,    
10,2011,04,2,61,053,02,1,072,03, ,9, , , , , , ,    
10,2011,04,2,61,053,03,1,073,01, ,4, , , , , , ,    
10,2011,04,2,61,053,03,1,073,02, ,4, , , , , , ,    
10,2011,04,2,61,053,04,1,074,01, ,2, , , , , , ,    
10,2011,04,2,61,053,05,1,075,02, ,2, , , , , , ,    
10,2011,04,2,61,053,07,1,077,01, ,2, , , , , , ,    
10,2011,04,2,61,053,07,1,077,02, ,2, , , , , , ,    
10,2011,04,2,61,053,07,1,077,03, ,1, , , , , , ,    
10,2011,04,2,61,053,07,1,077,04, ,1, , , , , , ,    
10,2011,04,2,61,053,08,1,078,02, ,2, , , , , , ,    
10,2011,04,2,61,053,09,1,079,01, ,2, , , , , , ,    
10,2011,04,2,61,053,10,1,080,03, ,2, , , , , , ,    
10,2011,04,2,61,054,01,1,140,03, ,2, , , , , , ,    
10,2011,04,2,61,054,02,1,141,02, ,2, , , , , , ,    
10,2011,04,2,61,054,02,1,141,04, ,1, , , , , , ,    
10,2011,04,2,61,054,03,1,142,02, ,2, , , , , , ,    
10,2011,04,2,61,054,03,1,142,03, ,1, , , , , , ,    
10,2011,04,2,61,054,03,1,142,04, ,1, , , , , , ,    
10,2011,04,2,61,054,04,1,143,02, ,2, , , , , , ,    
10,2011,04,2,61,054,05,1,144,02, ,2, , , , , , ,    
10,2011,04,2,61,054,07,1,146,01, ,4, , , , , , ,    
10,2011,04,2,61,054,07,1,146,03, ,2, , , , , , ,    
10,2011,04,2,61,054,08,1,147,02, ,2, , , , , , ,    
10,2011,04,2,61,054,09,1,148,01, ,2, , , , , , ,    
10,2011,04,2,61,054,09,1,148,03, ,2, , , , , , ,    
10,2011,04,2,61,054,10,1,149,02, ,2, , , , , , ,    
10,2011,04,2,61,054,10,1,149,03, ,1, , , , , , ,    
10,2011,04,2,61,054,10,1,149,04, ,1, , , , , , ,    
10,2011,04,2,61,055,01,1,130,02, ,2, , , , , , ,    
10,2011,04,2,61,055,01,1,130,04, ,1, , , , , , ,    
10,2011,04,2,61,055,02,1,131,02, ,2, , , , , , ,    
10,2011,04,2,61,055,07,1,136,02, ,2, , , , , , ,    
10,2011,04,2,61,055,07,1,136,03, ,1, , , , , , ,    
10,2011,04,2,61,055,07,1,136,04, ,1, , , , , , ,    
10,2011,04,2,61,055,07,1,136,05, ,1, , , , , , ,    
10,2011,04,2,61,055,08,1,137,02, ,2, , , , , , ,    
10,2011,04,2,61,055,08,1,137,03, ,1, , , , , , ,    
10,2011,04,2,61,055,08,1,137,04, ,1, , , , , , ,    
10,2011,04,2,61,055,10,1,139,03, ,1, , , , , , ,    
10,2011,04,2,61,055,10,1,139,04, ,1, , , , , , ,    
10,2011,04,2,61,055,10,1,139,05, ,1, , , , , , ,    
10,2011,04,2,61,056,01,1,101,02, ,2, , , , , , ,    
10,2011,04,2,61,056,01,1,101,05,1, ,2,1, , , , ,4115
10,2011,04,2,61,056,02,1,102,02, ,2, , , , , , ,    
10,2011,04,2,61,056,02,1,102,03, ,4, , , , , , ,    
10,2011,04,2,61,056,04,1,104,02, ,2, , , , , , ,    
10,2011,04,2,61,056,05,1,105,01, ,4, , , , , , ,    
10,2011,04,2,61,056,05,1,105,03, ,1, , , , , , ,    
10,2011,04,2,61,056,05,1,105,04, ,1, , , , , , ,    
10,2011,04,2,61,056,06,1,106,02, ,2, , , , , , ,    
10,2011,04,2,61,056,06,1,106,03, ,1, , , , , , ,    
10,2011,04,2,61,056,06,1,106,04, ,1, , , , , , ,    
10,2011,04,2,61,056,06,1,106,05, ,1, , , , , , ,    
10,2011,04,2,61,056,06,1,106,06, ,1, , , , , , ,    
10,2011,04,2,61,056,07,1,107,02, ,2, , , , , , ,    
10,2011,04,2,61,056,07,1,107,03, ,2, , , , , , ,    
10,2011,04,2,61,056,07,1,107,05, ,2, , , , , , ,    
10,2011,04,2,61,056,08,1,108,03, ,2, , , , , , ,    
10,2011,04,2,61,056,10,1,110,01, ,3, , , , , , ,    
10,2011,04,2,61,056,10,1,110,02, ,2, , , , , , ,    
10,2011,04,2,61,056,10,1,110,03, ,3, , , , , , ,    
10,2011,04,2,61,056,10,1,110,04, ,2, , , , , , ,    
10,2011,04,2,61,057,02,1,112,01, ,4, , , , , , ,    
10,2011,04,2,61,057,02,1,112,02, ,2, , , , , , ,    
10,2011,04,2,61,057,02,1,112,03, ,9, , , , , , ,    
10,2011,04,2,61,057,03,1,113,02, ,2, , , , , , ,    
10,2011,04,2,61,057,03,1,113,03, ,1, , , , , , ,    
10,2011,04,2,61,057,03,1,113,04, ,1, , , , , , ,    
10,2011,04,2,61,057,05,1,115,03, ,1, , , , , , ,    
10,2011,04,2,61,057,07,1,117,02, ,2, , , , , , ,    
10,2011,04,2,61,057,07,1,117,03, ,1, , , , , , ,    
10,2011,04,2,61,057,07,1,117,04, ,1, , , , , , ,    
10,2011,04,2,61,057,09,1,119,02, ,2, , , , , , ,    
10,2011,05,2,61,058,01,1,051,02, ,2, , , , , , ,    
10,2011,05,2,61,058,01,1,051,04, ,1, , , , , , ,    
10,2011,05,2,61,058,01,1,051,05, ,1, , , , , , ,    
10,2011,05,2,61,058,02,1,052,01, ,3, , , , , , ,    
10,2011,05,2,61,058,02,1,052,02, ,2, , , , , , ,    
10,2011,05,2,61,058,02,1,052,03, ,1, , , , , , ,    
10,2011,05,2,61,058,02,1,052,05, ,3, , , , , , ,    
10,2011,05,2,61,058,03,1,053,02, ,2, , , , , , ,    
10,2011,05,2,61,058,03,1,053,03, ,1, , , , , , ,    
10,2011,05,2,61,058,03,1,053,04, ,1, , , , , , ,    
10,2011,05,2,61,058,04,1,054,02, ,2, , , , , , ,    
10,2011,05,2,61,058,04,1,054,03, ,2, , , , , , ,    
10,2011,05,2,61,058,04,1,054,04, ,3, , , , , , ,    
10,2011,05,2,61,058,07,1,057,01, ,3, , , , , , ,    
10,2011,05,2,61,058,07,1,057,02, ,2, , , , , , ,    
10,2011,05,2,61,058,07,1,057,03, ,2, , , , , , ,    
10,2011,05,2,61,058,07,1,057,04, ,1, , , , , , ,    
10,2011,05,2,61,058,08,1,058,02, ,4, , , , , , ,    
10,2011,05,2,61,059,01,1,091,03, ,1, , , , , , ,    
10,2011,05,2,61,059,01,1,091,04, ,1, , , , , , ,    
10,2011,05,2,61,059,02,1,092,03, ,3, , , , , , ,    
10,2011,05,2,61,059,02,1,092,04, ,1, , , , , , ,    
10,2011,05,2,61,059,03,1,093,01, ,3, , , , , , ,    
10,2011,05,2,61,059,03,2,094,03, ,1, , , , , , ,    
10,2011,05,2,61,059,05,1,096,03, ,2, , , , , , ,    
10,2011,05,2,61,059,05,1,096,04, ,2, , , , , , ,    
10,2011,05,2,61,059,07,1,098,03, ,2, , , , , , ,    
10,2011,05,2,61,059,07,1,098,02, ,3, , , , , , ,    
10,2011,05,2,61,059,10,1,101,04,1, ,2,1, , , , ,2321
10,2011,05,2,61,060,03,1,134,01, ,4, , , , , , ,    
10,2011,05,2,61,060,03,1,134,04, ,1, , , , , , ,    
10,2011,05,2,61,060,03,1,134,05, ,1, , , , , , ,    
10,2011,05,2,61,060,05,1,136,02, ,2, , , , , , ,    
10,2011,05,2,61,060,06,1,137,01, ,4, , , , , , ,    
10,2011,05,2,61,060,06,1,137,02, ,4, , , , , , ,    
10,2011,05,2,61,060,07,1,138,02, ,2, , , , , , ,    
10,2011,05,2,61,060,08,1,139,02, ,2, , , , , , ,    
10,2011,05,2,61,060,09,1,140,02, ,2, , , , , , ,    
10,2011,05,2,61,061,01,1,071,03, ,2, , , , , , ,    
10,2011,05,2,61,061,04,1,074,01, ,3, , , , , , ,    
10,2011,05,2,61,061,04,1,074,05, ,1, , , , , , ,    
10,2011,05,2,61,061,05,1,075,02, ,2, , , , , , ,    
10,2011,05,2,61,061,06,1,076,01, ,2, , , , , , ,    
10,2011,05,2,61,061,06,1,076,02, ,2, , , , , , ,    
10,2011,05,2,61,061,08,1,078,01, ,3, , , , , , ,    
10,2011,05,2,61,061,10,1,080,01, ,3, , , , , , ,    
10,2011,05,2,61,061,10,1,080,02, ,3, , , , , , ,    
10,2011,05,2,61,062,01,1,081,02, ,1, , , , , , ,    
10,2011,05,2,61,062,01,1,081,03, ,1, , , , , , ,    
10,2011,05,2,61,062,01,1,081,04, ,3, , , , , , ,    
10,2011,05,2,61,062,02,1,082,02, ,2, , , , , , ,    
10,2011,05,2,61,062,02,1,082,04, ,9, , , , , , ,    
10,2011,05,2,61,062,05,1,085,02, ,2, , , , , , ,    
10,2011,05,2,61,062,05,1,085,03, ,1, , , , , , ,    
10,2011,05,2,61,062,05,1,085,04, ,1, , , , , , ,    
10,2011,05,2,61,062,07,1,087,02, ,2, , , , , , ,    
10,2011,05,2,61,062,07,1,087,03, ,1, , , , , , ,    
10,2011,05,2,61,062,08,1,088,02, ,2, , , , , , ,    
10,2011,05,2,61,062,08,1,088,04, ,1, , , , , , ,    
10,2011,05,2,61,062,09,1,089,02, ,2, , , , , , ,    
10,2011,05,2,61,062,10,1,090,02, ,2, , , , , , ,    
10,2011,05,2,61,062,10,1,090,03, ,1, , , , , , ,    
10,2011,05,2,61,063,01,1,021,04, ,1, , , , , , ,    
10,2011,05,2,61,063,01,1,021,07, ,4, , , , , , ,    
10,2011,05,2,61,063,03,1,023,02, ,2, , , , , , ,    
10,2011,05,2,61,063,04,1,024,01, ,2, , , , , , ,    
10,2011,05,2,61,063,04,1,024,03, ,1, , , , , , ,    
10,2011,05,2,61,063,06,1,026,02, ,2, , , , , , ,    
10,2011,05,2,61,063,07,1,027,01, ,2, , , , , , ,    
10,2011,05,2,61,063,08,1,028,03, ,1, , , , , , ,    
